Connecting to host 10.0.0.1, port 5566
[ 24] local 10.0.0.3 port 49710 connected to 10.0.0.1 port 5566
[ ID] Interval           Transfer     Bandwidth       Retr  Cwnd
[ 24]  14.62-14.70  sec  58.8 MBytes  6.45 Gbits/sec    0   7.50 MBytes       
[ 24]  14.70-14.80  sec  33.8 MBytes  2.82 Gbits/sec    0   7.50 MBytes       
[ 24]  14.80-14.90  sec  47.5 MBytes  4.00 Gbits/sec    0   7.50 MBytes       
[ 24]  14.90-15.00  sec  57.5 MBytes  4.83 Gbits/sec    0   7.50 MBytes       
[ 24]  15.00-15.13  sec  60.0 MBytes  4.00 Gbits/sec    0   7.50 MBytes       
[ 24]  15.13-15.22  sec  16.2 MBytes  1.38 Gbits/sec    0   7.50 MBytes       
[ 24]  15.22-15.30  sec  13.8 MBytes  1.48 Gbits/sec    0   7.50 MBytes       
[ 24]  15.30-15.40  sec  35.0 MBytes  2.96 Gbits/sec    0   7.50 MBytes       
[ 24]  15.40-15.52  sec  37.5 MBytes  2.62 Gbits/sec    0   7.50 MBytes       
[ 24]  15.52-15.64  sec  12.5 MBytes   869 Mbits/sec    0   7.50 MBytes       
[ 24]  15.64-15.71  sec  18.8 MBytes  2.24 Gbits/sec    0   7.50 MBytes       
[ 24]  15.71-15.81  sec  2.50 MBytes   221 Mbits/sec    0   7.50 MBytes       
[ 24]  15.81-15.90  sec  23.8 MBytes  2.14 Gbits/sec    0   7.87 MBytes       
[ 24]  15.90-16.00  sec  25.0 MBytes  2.11 Gbits/sec    0   7.87 MBytes       
[ 24]  16.00-16.10  sec  90.0 MBytes  7.48 Gbits/sec    0   7.87 MBytes       
[ 24]  16.10-16.20  sec  28.8 MBytes  2.38 Gbits/sec    0   7.87 MBytes       
[ 24]  16.20-16.30  sec  18.8 MBytes  1.60 Gbits/sec    0   7.87 MBytes       
[ 24]  16.30-16.40  sec  90.0 MBytes  7.55 Gbits/sec    0   7.87 MBytes       
[ 24]  16.40-16.60  sec  53.8 MBytes  2.24 Gbits/sec    0   7.87 MBytes       
[ 24]  16.60-16.60  sec  0.00 Bytes  0.00 bits/sec    0   7.87 MBytes       
[ 24]  16.60-16.70  sec  18.8 MBytes  1.59 Gbits/sec    0   7.87 MBytes       
[ 24]  16.70-16.80  sec  42.5 MBytes  3.57 Gbits/sec    0   7.87 MBytes       
[ 24]  16.80-16.90  sec  40.0 MBytes  3.36 Gbits/sec    0   7.87 MBytes       
[ 24]  16.90-17.00  sec  16.2 MBytes  1.36 Gbits/sec    0   7.87 MBytes       
[ 24]  17.00-17.10  sec  77.5 MBytes  6.45 Gbits/sec    0   7.87 MBytes       
[ 24]  17.10-17.20  sec   179 MBytes  15.0 Gbits/sec    0   7.87 MBytes       
[ 24]  17.20-17.30  sec  27.5 MBytes  2.30 Gbits/sec    0   7.87 MBytes       
[ 24]  17.30-17.40  sec  97.5 MBytes  8.28 Gbits/sec    0   7.87 MBytes       
[ 24]  17.40-17.50  sec   142 MBytes  11.8 Gbits/sec    0   7.87 MBytes       
[ 24]  17.50-17.60  sec   155 MBytes  13.0 Gbits/sec    0   7.87 MBytes       
[ 24]  17.60-17.70  sec  82.5 MBytes  6.93 Gbits/sec    0   7.87 MBytes       
[ 24]  17.70-17.80  sec   140 MBytes  11.8 Gbits/sec    0   7.87 MBytes       
[ 24]  17.80-17.90  sec  72.5 MBytes  6.05 Gbits/sec    0   7.87 MBytes       
[ 24]  17.90-18.00  sec   141 MBytes  11.8 Gbits/sec    0   7.87 MBytes       
[ 24]  18.00-18.10  sec  75.0 MBytes  6.34 Gbits/sec    0   7.87 MBytes       
[ 24]  18.10-18.20  sec  30.0 MBytes  2.50 Gbits/sec    0   7.87 MBytes       
[ 24]  18.20-18.30  sec   125 MBytes  10.5 Gbits/sec    0   7.87 MBytes       
[ 24]  18.30-18.40  sec  98.8 MBytes  8.26 Gbits/sec    0   7.87 MBytes       
[ 24]  18.40-18.53  sec  41.2 MBytes  2.70 Gbits/sec    0   8.26 MBytes       
[ 24]  18.53-18.60  sec  68.8 MBytes  7.96 Gbits/sec    0   8.26 MBytes       
[ 24]  18.60-18.70  sec   136 MBytes  11.7 Gbits/sec    0   8.26 MBytes       
[ 24]  18.70-18.81  sec   135 MBytes  10.5 Gbits/sec    0   8.26 MBytes       
[ 24]  18.81-18.90  sec   115 MBytes  10.5 Gbits/sec    0   8.26 MBytes       
[ 24]  18.90-19.00  sec   110 MBytes  9.02 Gbits/sec    0   8.26 MBytes       
[ 24]  19.00-19.10  sec   120 MBytes  10.1 Gbits/sec    0   8.26 MBytes       
[ 24]  19.10-19.20  sec   149 MBytes  12.7 Gbits/sec    0   8.26 MBytes       
[ 24]  19.20-19.30  sec  97.5 MBytes  8.15 Gbits/sec    0   8.26 MBytes       
[ 24]  19.30-19.41  sec   115 MBytes  8.54 Gbits/sec    0   8.26 MBytes       
[ 24]  19.41-19.50  sec   114 MBytes  11.0 Gbits/sec    0   8.26 MBytes       
[ 24]  19.50-19.60  sec   101 MBytes  8.46 Gbits/sec    0   8.26 MBytes       
[ 24]  19.60-19.70  sec   146 MBytes  12.3 Gbits/sec    0   8.26 MBytes       
[ 24]  19.70-19.80  sec   110 MBytes  9.15 Gbits/sec    0   8.26 MBytes       
[ 24]  19.80-19.90  sec   161 MBytes  13.6 Gbits/sec    0   8.26 MBytes       
[ 24]  19.90-20.03  sec  47.5 MBytes  3.07 Gbits/sec    0   8.26 MBytes       
[ 24]  20.03-20.10  sec  20.0 MBytes  2.41 Gbits/sec    0   8.26 MBytes       
[ 24]  20.10-20.20  sec   106 MBytes  8.82 Gbits/sec    0   8.26 MBytes       
[ 24]  20.20-20.30  sec   122 MBytes  10.4 Gbits/sec    0   8.26 MBytes       
[ 24]  20.30-20.40  sec  73.8 MBytes  6.15 Gbits/sec    0   8.26 MBytes       
[ 24]  20.40-20.50  sec  21.2 MBytes  1.78 Gbits/sec    0   8.26 MBytes       
[ 24]  20.50-20.60  sec  67.5 MBytes  5.69 Gbits/sec    0   8.26 MBytes       
[ 24]  20.60-20.70  sec   115 MBytes  9.69 Gbits/sec    0   8.26 MBytes       
[ 24]  20.70-20.82  sec   104 MBytes  7.40 Gbits/sec    0   8.26 MBytes       
[ 24]  20.82-20.90  sec  65.0 MBytes  6.56 Gbits/sec    0   8.26 MBytes       
[ 24]  20.90-21.00  sec   101 MBytes  8.46 Gbits/sec    0   8.26 MBytes       
[ 24]  21.00-21.10  sec  56.2 MBytes  4.76 Gbits/sec    0   8.26 MBytes       
[ 24]  21.10-21.20  sec  70.0 MBytes  5.88 Gbits/sec    0   8.26 MBytes       
[ 24]  21.20-21.32  sec   171 MBytes  11.7 Gbits/sec    0   8.26 MBytes       
[ 24]  21.32-21.40  sec   110 MBytes  11.9 Gbits/sec    0   8.26 MBytes       
[ 24]  21.40-21.50  sec  55.0 MBytes  4.44 Gbits/sec    0   8.26 MBytes       
[ 24]  21.50-21.60  sec   116 MBytes  10.1 Gbits/sec    0   8.26 MBytes       
[ 24]  21.60-21.70  sec   121 MBytes  10.2 Gbits/sec    0   8.26 MBytes       
[ 24]  21.70-21.80  sec   176 MBytes  14.7 Gbits/sec    0   8.26 MBytes       
[ 24]  21.80-21.90  sec   124 MBytes  10.4 Gbits/sec    0   8.26 MBytes       
[ 24]  21.90-22.00  sec  85.0 MBytes  7.12 Gbits/sec    0   8.26 MBytes       
[ 24]  22.00-22.10  sec   121 MBytes  10.1 Gbits/sec    0   8.26 MBytes       
[ 24]  22.10-22.20  sec   169 MBytes  14.2 Gbits/sec    0   8.26 MBytes       
[ 24]  22.20-22.30  sec   149 MBytes  12.4 Gbits/sec    0   8.26 MBytes       
[ 24]  22.30-22.40  sec   106 MBytes  8.97 Gbits/sec    0   8.26 MBytes       
[ 24]  22.40-22.50  sec   131 MBytes  10.9 Gbits/sec    0   8.26 MBytes       
[ 24]  22.50-22.60  sec  23.8 MBytes  1.98 Gbits/sec    0   8.26 MBytes       
[ 24]  22.60-22.70  sec  53.8 MBytes  4.53 Gbits/sec    0   8.26 MBytes       
[ 24]  22.70-22.80  sec  48.8 MBytes  4.10 Gbits/sec    0   8.26 MBytes       
[ 24]  22.80-22.91  sec  8.75 MBytes   655 Mbits/sec    0   8.26 MBytes       
[ 24]  22.91-23.00  sec  51.2 MBytes  4.86 Gbits/sec    0   8.26 MBytes       
[ 24]  23.00-23.10  sec  62.5 MBytes  5.29 Gbits/sec    0   8.26 MBytes       
[ 24]  23.10-23.20  sec  32.5 MBytes  2.72 Gbits/sec    0   8.26 MBytes       
[ 24]  23.20-23.30  sec   110 MBytes  9.21 Gbits/sec    0   8.26 MBytes       
[ 24]  23.30-23.40  sec  48.8 MBytes  4.09 Gbits/sec    0   8.26 MBytes       
[ 24]  23.40-23.50  sec  8.75 MBytes   736 Mbits/sec    0   8.26 MBytes       
[ 24]  23.50-23.60  sec  75.0 MBytes  6.30 Gbits/sec    0   8.26 MBytes       
[ 24]  23.60-23.70  sec   145 MBytes  12.2 Gbits/sec    0   8.26 MBytes       
[ 24]  23.70-23.80  sec  8.75 MBytes   728 Mbits/sec    0   8.26 MBytes       
